topology,timestep,pathopt_mlu,status
ebone,0,488.7952491760255,Optimal
ebone,1,493.2122104644776,Optimal
ebone,2,499.64252243042,Optimal
ebone,3,502.3180526733398,Optimal
ebone,4,518.207886695862,Optimal
ebone,5,522.857843399048,Optimal
ebone,6,523.9273197174074,Optimal
ebone,7,514.5312393188476,Optimal
ebone,8,522.060747909546,Optimal
ebone,9,522.1290836334229,Optimal
ebone,10,523.3067775726331,Optimal
ebone,11,521.7694904327394,Optimal
ebone,12,515.6687904357912,Optimal
ebone,13,515.3205554962159,Optimal
ebone,14,510.90436172485363,Optimal
ebone,15,510.4733703613282,Optimal
ebone,16,511.77311096191414,Optimal
ebone,17,515.8125637054446,Optimal
ebone,18,520.9003036499028,Optimal
ebone,19,522.03426361084,Optimal
ebone,20,535.282637023926,Optimal
ebone,21,535.7884338378907,Optimal
ebone,22,527.0920303344728,Optimal
ebone,23,531.8100357055666,Optimal
ebone,24,534.132964706421,Optimal
ebone,25,535.9852836608886,Optimal
ebone,26,524.2875995635986,Optimal
ebone,27,540.8008991241456,Optimal
ebone,28,528.402201843262,Optimal
ebone,29,524.630081176758,Optimal
ebone,30,537.1468563079835,Optimal
ebone,31,540.2896663665773,Optimal
ebone,32,534.9640556335451,Optimal
ebone,33,535.5948059082032,Optimal
ebone,34,530.1725349426271,Optimal
ebone,35,528.5324924468994,Optimal
ebone,36,523.7917438507083,Optimal
ebone,37,542.5719100952149,Optimal
ebone,38,511.5724800109864,Optimal
ebone,39,518.2215030670167,Optimal
ebone,40,536.5880016326905,Optimal
ebone,41,528.7982158660891,Optimal
ebone,42,524.6553604125978,Optimal
ebone,43,533.101953125,Optimal
ebone,44,540.814041519165,Optimal
ebone,45,547.7256259918213,Optimal
ebone,46,533.8610248565674,Optimal
ebone,47,532.9352386474609,Optimal
ebone,48,536.1097202301027,Optimal
ebone,49,536.6906044006348,Optimal
ebone,50,534.5409210205078,Optimal
ebone,51,514.3291847229004,Optimal
ebone,52,506.9720909118652,Optimal
ebone,53,506.59104309082034,Optimal
ebone,54,491.430598449707,Optimal
ebone,55,493.31436958312986,Optimal
ebone,56,489.1883056640625,Optimal
ebone,57,472.1925838470459,Optimal
ebone,58,460.7856819152832,Optimal
ebone,59,451.4630977630615,Optimal
ebone,60,448.2909521102905,Optimal
ebone,61,438.4967830657959,Optimal
ebone,62,423.0795612335206,Optimal
ebone,63,415.8741424560547,Optimal
ebone,64,426.711756515503,Optimal
ebone,65,409.4026668548584,Optimal
ebone,66,401.17531394958496,Optimal
ebone,67,410.9562261581421,Optimal
ebone,68,407.6655075073242,Optimal
ebone,69,404.06679763793943,Optimal
ebone,70,397.53686447143554,Optimal
ebone,71,403.50258216857907,Optimal
ebone,72,396.097700881958,Optimal
ebone,73,386.2570497512817,Optimal
ebone,74,395.2631259918213,Optimal
ebone,75,402.3329721450806,Optimal
ebone,76,401.4802291870118,Optimal
ebone,77,396.94621715545657,Optimal
ebone,78,403.78165016174324,Optimal
ebone,79,403.1454086303711,Optimal
ebone,80,408.3468914031984,Optimal
ebone,81,413.81574230194093,Optimal
ebone,82,413.4742908477785,Optimal
ebone,83,427.8342628479004,Optimal
ebone,84,431.46060752868664,Optimal
ebone,85,433.0609691619874,Optimal
ebone,86,432.5858781814576,Optimal
ebone,87,440.5193523406982,Optimal
ebone,88,453.17926635742185,Optimal
ebone,89,459.42973556518564,Optimal
ebone,90,467.65489177703876,Optimal
ebone,91,469.856554412842,Optimal
ebone,92,474.8555500030519,Optimal
ebone,93,489.87714538574266,Optimal
ebone,94,498.10645904541036,Optimal
ebone,95,522.2524013519288,Optimal
ebone,96,521.9518245697021,Optimal
ebone,97,532.2788082122803,Optimal
ebone,98,538.6793067932131,Optimal
ebone,99,545.2545867919923,Optimal
ebone,100,537.9204368591311,Optimal
ebone,101,535.7296489715577,Optimal
ebone,102,551.47904586792,Optimal
ebone,103,540.76755027771,Optimal
ebone,104,551.6730262756349,Optimal
ebone,105,548.0229057312011,Optimal
ebone,106,546.7889625549318,Optimal
ebone,107,549.5823005676272,Optimal
ebone,108,535.9666145324711,Optimal
ebone,109,534.7270771026613,Optimal
ebone,110,548.3762954711926,Optimal
ebone,111,540.3805755615236,Optimal
ebone,112,541.0530197143561,Optimal
ebone,113,541.5686088562013,Optimal
ebone,114,555.7781002044679,Optimal
ebone,115,547.8359455108645,Optimal
ebone,116,556.6469173431398,Optimal
ebone,117,556.4201637268072,Optimal
ebone,118,556.2604240417481,Optimal
ebone,119,556.684927368165,Optimal
ebone,120,550.0215808868413,Optimal
ebone,121,559.3962612152105,Optimal
ebone,122,556.151607513428,Optimal
ebone,123,557.0297691345216,Optimal
ebone,124,559.8612171173097,Optimal
ebone,125,556.5340782165529,Optimal
ebone,126,542.6820732116705,Optimal
ebone,127,556.8846733093263,Optimal
ebone,128,548.2730937957767,Optimal
ebone,129,554.7378890991214,Optimal
ebone,130,553.139757537842,Optimal
ebone,131,556.5483417510989,Optimal
ebone,132,550.5918090820317,Optimal
ebone,133,534.1386142730714,Optimal
ebone,134,541.2767620086671,Optimal
ebone,135,546.7604530334474,Optimal
ebone,136,545.7880661010743,Optimal
ebone,137,545.9539955139161,Optimal
ebone,138,560.4992431640626,Optimal
ebone,139,547.5107444763183,Optimal
ebone,140,549.923642730713,Optimal
ebone,141,552.5365116119385,Optimal
ebone,142,552.3547584533692,Optimal
ebone,143,550.586524963379,Optimal
ebone,144,543.1927104949951,Optimal
ebone,145,548.4795906066895,Optimal
ebone,146,525.0403949737549,Optimal
ebone,147,527.910968399048,Optimal
ebone,148,515.8642044067383,Optimal
ebone,149,510.8208381652832,Optimal
ebone,150,513.9878253936768,Optimal
ebone,151,500.3182582855226,Optimal
ebone,152,492.7253509521485,Optimal
ebone,153,477.5085807800294,Optimal
ebone,154,471.98807830810546,Optimal
ebone,155,467.96996192932136,Optimal
ebone,156,454.9938915252686,Optimal
ebone,157,448.55665588378906,Optimal
ebone,158,429.8678401947021,Optimal
ebone,159,425.27463417053224,Optimal
ebone,160,420.78905754089357,Optimal
ebone,161,410.45673484802245,Optimal
ebone,162,411.33765907287597,Optimal
ebone,163,402.67061882019044,Optimal
ebone,164,402.6233827590942,Optimal
ebone,165,405.19238643646247,Optimal
ebone,166,402.2543201446533,Optimal
ebone,167,409.56431999206546,Optimal
ebone,168,397.70346984863284,Optimal
