topology,timestep,pathopt_mlu,status
abilene,0,0.041505822839756165,Optimal
abilene,1,0.042369598462697,Optimal
abilene,2,0.041401439941217824,Optimal
abilene,3,0.04202447075757288,Optimal
abilene,4,0.04280515721728725,Optimal
abilene,5,0.038062315371127864,Optimal
abilene,6,0.03794538080091438,Optimal
abilene,7,0.03764767120667403,Optimal
abilene,8,0.03689696012335199,Optimal
abilene,9,0.039269139015326096,Optimal
abilene,10,0.04010856834750983,Optimal
abilene,11,0.039295471366494895,Optimal
abilene,12,0.039524154905830666,Optimal
abilene,13,0.04253242731755299,Optimal
abilene,14,0.04339605717348957,Optimal
abilene,15,0.04251919065211569,Optimal
abilene,16,0.04243350525897357,Optimal
abilene,17,0.041612042264351924,Optimal
abilene,18,0.03895675049223487,Optimal
abilene,19,0.03939998872397888,Optimal
abilene,20,0.04295591058870478,Optimal
abilene,21,0.04172807021306888,Optimal
abilene,22,0.04230728761082695,Optimal
abilene,23,0.04046027300458762,Optimal
abilene,24,0.041166291848546074,Optimal
abilene,25,0.04272743705059252,Optimal
abilene,26,0.04230799283231459,Optimal
abilene,27,0.0435405045477373,Optimal
abilene,28,0.04435265745757328,Optimal
abilene,29,0.04193602647752532,Optimal
abilene,30,0.04168806561839677,Optimal
abilene,31,0.04199921107820926,Optimal
abilene,32,0.042776658869678935,Optimal
abilene,33,0.04040962343494738,Optimal
abilene,34,0.04495992717753735,Optimal
abilene,35,0.042945082416577685,Optimal
abilene,36,0.04337021607845541,Optimal
abilene,37,0.04239776544873753,Optimal
abilene,38,0.042047068200284435,Optimal
abilene,39,0.04732507156478542,Optimal
abilene,40,0.0517878896707008,Optimal
abilene,41,0.042855919227604906,Optimal
abilene,42,0.04857736223888014,Optimal
abilene,43,0.04280017904576755,Optimal
abilene,44,0.04232247364857505,Optimal
abilene,45,0.044461206065851355,Optimal
abilene,46,0.04508851001700086,Optimal
abilene,47,0.04286480519560076,Optimal
abilene,48,0.04353673896722255,Optimal
abilene,49,0.04351715245434353,Optimal
abilene,50,0.04317733804064413,Optimal
abilene,51,0.04451006187666809,Optimal
abilene,52,0.043795646865281375,Optimal
abilene,53,0.04399948641056976,Optimal
abilene,54,0.04373630058741377,Optimal
abilene,55,0.04513425828828928,Optimal
abilene,56,0.047887669239313375,Optimal
abilene,57,0.04503016274782919,Optimal
abilene,58,0.043952003441330406,Optimal
abilene,59,0.04384498572758129,Optimal
abilene,60,0.04160634285259631,Optimal
abilene,61,0.04218504742508934,Optimal
abilene,62,0.04236023806996884,Optimal
abilene,63,0.04239967347633454,Optimal
abilene,64,0.042321138276207836,Optimal
abilene,65,0.043780513420220345,Optimal
abilene,66,0.043176681504795145,Optimal
abilene,67,0.04152377125236296,Optimal
abilene,68,0.043497733627596215,Optimal
abilene,69,0.042783530957756506,Optimal
abilene,70,0.04219461194570026,Optimal
abilene,71,0.040311471426919585,Optimal
abilene,72,0.04109622736371333,Optimal
abilene,73,0.04157112138646264,Optimal
abilene,74,0.04161026406913034,Optimal
abilene,75,0.04153325655046971,Optimal
abilene,76,0.04111966834433617,Optimal
abilene,77,0.04146855189915626,Optimal
abilene,78,0.04313357078259991,Optimal
abilene,79,0.04299991200527842,Optimal
abilene,80,0.04380635771780245,Optimal
abilene,81,0.0438214133884157,Optimal
abilene,82,0.042677651820403915,Optimal
abilene,83,0.04281811562156485,Optimal
abilene,84,0.04425623506427773,Optimal
abilene,85,0.04247660646515508,Optimal
abilene,86,0.042854129571107125,Optimal
abilene,87,0.041718475772969194,Optimal
abilene,88,0.042881006831603674,Optimal
abilene,89,0.042160813822861645,Optimal
abilene,90,0.04315461771742952,Optimal
abilene,91,0.043799385206112935,Optimal
abilene,92,0.04282592006868894,Optimal
abilene,93,0.04203586621029723,Optimal
abilene,94,0.04257642329940873,Optimal
abilene,95,0.040416652222554535,Optimal
abilene,96,0.04189230979330117,Optimal
abilene,97,0.04233398597326971,Optimal
abilene,98,0.04155463176749406,Optimal
abilene,99,0.04179594769713379,Optimal
abilene,100,0.04089898310842052,Optimal
abilene,101,0.03845319990068674,Optimal
abilene,102,0.03775193620352976,Optimal
abilene,103,0.03919537780025314,Optimal
abilene,104,0.03818818601223851,Optimal
abilene,105,0.039938380551193996,Optimal
abilene,106,0.03983186290509278,Optimal
abilene,107,0.03918815037055362,Optimal
abilene,108,0.039459617156535384,Optimal
abilene,109,0.03979775772319847,Optimal
abilene,110,0.04082651004916237,Optimal
abilene,111,0.03858227366281133,Optimal
abilene,112,0.037862201373503414,Optimal
abilene,113,0.038207132361268485,Optimal
abilene,114,0.04041501741095256,Optimal
abilene,115,0.03792933688689304,Optimal
abilene,116,0.038682990344942256,Optimal
abilene,117,0.03925895843134132,Optimal
abilene,118,0.03913029244429963,Optimal
abilene,119,0.03821836956926892,Optimal
abilene,120,0.03997240493734998,Optimal
abilene,121,0.038977184447069324,Optimal
abilene,122,0.04017106136757761,Optimal
abilene,123,0.03914790026122524,Optimal
abilene,124,0.04059911255814856,Optimal
abilene,125,0.040990005571755674,Optimal
abilene,126,0.040773347050191894,Optimal
abilene,127,0.04070037441147912,Optimal
abilene,128,0.04096221694302175,Optimal
abilene,129,0.04062848952448656,Optimal
abilene,130,0.04089769035457604,Optimal
abilene,131,0.04065617328029006,Optimal
abilene,132,0.04004705183568501,Optimal
abilene,133,0.039858337675010964,Optimal
abilene,134,0.04154209218799106,Optimal
abilene,135,0.03895218274781421,Optimal
abilene,136,0.040508864255201435,Optimal
abilene,137,0.04127186525673155,Optimal
abilene,138,0.0410517349859239,Optimal
abilene,139,0.040460350876173355,Optimal
